TIMESTAMP,UUID,ADDRESS,MAJOR,MINOR,TX_POWER,RSSI,SOS
2020-07-26 20:01:44,3501c3de-cf84-11ea-9fea-5b6a114a5fd4,DC:A6:32:55:FA:FD,1,1,-60,-46,1
2020-07-26 20:01:53,3501c3de-cf84-11ea-9fea-5b6a114a5fd4,DC:A6:32:55:FA:FD,1,1,-60,-46,1
2020-07-26 20:02:03,3501c3de-cf84-11ea-9fea-5b6a114a5fd4,DC:A6:32:55:FA:FD,1,1,-60,-40,1
2020-07-26 20:02:11,3501c3de-cf84-11ea-9fea-5b6a114a5fd4,DC:A6:32:55:FA:FD,1,1,-60,-42,1
2020-07-26 20:02:21,3501c3de-cf84-11ea-9fea-5b6a114a5fd4,DC:A6:32:55:FA:FD,1,1,-60,-46,1
2020-07-26 20:02:22,3501c3de-cf84-11ea-9fea-5b6a114a5fd4,DC:A6:32:55:FA:FD,1,1,-60,-42,1
2020-07-26 20:02:33,3501c3de-cf84-11ea-9fea-5b6a114a5fd4,DC:A6:32:55:FA:FD,1,1,-60,-41,1
2020-07-26 20:02:34,3501c3de-cf84-11ea-9fea-5b6a114a5fd4,DC:A6:32:55:FA:FD,1,1,-60,-47,1
2020-07-26 20:02:54,3501c3de-cf84-11ea-9fea-5b6a114a5fd4,DC:A6:32:55:FA:FD,1,1,-60,-43,1
2020-07-26 20:03:06,3501c3de-cf84-11ea-9fea-5b6a114a5fd4,DC:A6:32:55:FA:FD,1,1,-60,-40,1
2020-07-26 20:03:07,3501c3de-cf84-11ea-9fea-5b6a114a5fd4,DC:A6:32:55:FA:FD,1,1,-60,-46,1
2020-07-26 20:03:17,3501c3de-cf84-11ea-9fea-5b6a114a5fd4,DC:A6:32:55:FA:FD,1,1,-60,-46,1
2020-07-26 20:03:29,3501c3de-cf84-11ea-9fea-5b6a114a5fd4,DC:A6:32:55:FA:FD,1,1,-60,-46,1
2020-07-26 20:03:40,3501c3de-cf84-11ea-9fea-5b6a114a5fd4,DC:A6:32:55:FA:FD,1,1,-60,-40,1
2020-07-26 20:03:52,3501c3de-cf84-11ea-9fea-5b6a114a5fd4,DC:A6:32:55:FA:FD,1,1,-60,-46,1
2020-07-26 20:04:02,3501c3de-cf84-11ea-9fea-5b6a114a5fd4,DC:A6:32:55:FA:FD,1,1,-60,-43,1
2020-07-26 20:04:11,3501c3de-cf84-11ea-9fea-5b6a114a5fd4,DC:A6:32:55:FA:FD,1,1,-60,-46,1
2020-07-26 20:04:19,3501c3de-cf84-11ea-9fea-5b6a114a5fd4,DC:A6:32:55:FA:FD,1,1,-60,-46,1
2020-07-26 20:04:41,3501c3de-cf84-11ea-9fea-5b6a114a5fd4,DC:A6:32:55:FA:FD,1,1,-60,-46,1
2020-07-26 20:04:49,3501c3de-cf84-11ea-9fea-5b6a114a5fd4,DC:A6:32:55:FA:FD,1,1,-60,-46,1
2020-07-26 20:04:50,3501c3de-cf84-11ea-9fea-5b6a114a5fd4,DC:A6:32:55:FA:FD,1,1,-60,-46,1
2020-07-26 20:05:01,3501c3de-cf84-11ea-9fea-5b6a114a5fd4,DC:A6:32:55:FA:FD,1,1,-60,-46,1
2020-07-26 20:05:13,3501c3de-cf84-11ea-9fea-5b6a114a5fd4,DC:A6:32:55:FA:FD,1,1,-60,-46,1
2020-07-26 20:05:14,3501c3de-cf84-11ea-9fea-5b6a114a5fd4,DC:A6:32:55:FA:FD,1,1,-60,-46,1
2020-07-26 20:05:24,3501c3de-cf84-11ea-9fea-5b6a114a5fd4,DC:A6:32:55:FA:FD,1,1,-60,-46,1
2020-07-26 20:05:34,3501c3de-cf84-11ea-9fea-5b6a114a5fd4,DC:A6:32:55:FA:FD,1,1,-60,-41,1
2020-07-26 20:05:45,3501c3de-cf84-11ea-9fea-5b6a114a5fd4,DC:A6:32:55:FA:FD,1,1,-60,-46,1
2020-07-26 20:05:55,3501c3de-cf84-11ea-9fea-5b6a114a5fd4,DC:A6:32:55:FA:FD,1,1,-60,-46,1
2020-07-26 20:06:06,3501c3de-cf84-11ea-9fea-5b6a114a5fd4,DC:A6:32:55:FA:FD,1,1,-60,-40,1
2020-07-26 20:06:15,3501c3de-cf84-11ea-9fea-5b6a114a5fd4,DC:A6:32:55:FA:FD,1,1,-60,-42,1
2020-07-26 20:06:28,3501c3de-cf84-11ea-9fea-5b6a114a5fd4,DC:A6:32:55:FA:FD,1,1,-60,-46,1
2020-07-26 20:06:39,3501c3de-cf84-11ea-9fea-5b6a114a5fd4,DC:A6:32:55:FA:FD,1,1,-60,-40,1
2020-07-26 20:06:50,3501c3de-cf84-11ea-9fea-5b6a114a5fd4,DC:A6:32:55:FA:FD,1,1,-60,-43,1
2020-07-26 20:07:01,3501c3de-cf84-11ea-9fea-5b6a114a5fd4,DC:A6:32:55:FA:FD,1,1,-60,-40,1
2020-07-26 20:07:02,3501c3de-cf84-11ea-9fea-5b6a114a5fd4,DC:A6:32:55:FA:FD,1,1,-60,-46,1
2020-07-26 20:07:12,3501c3de-cf84-11ea-9fea-5b6a114a5fd4,DC:A6:32:55:FA:FD,1,1,-60,-42,1
2020-07-26 20:07:23,3501c3de-cf84-11ea-9fea-5b6a114a5fd4,DC:A6:32:55:FA:FD,1,1,-60,-42,1
2020-07-26 20:07:34,3501c3de-cf84-11ea-9fea-5b6a114a5fd4,DC:A6:32:55:FA:FD,1,1,-60,-43,1
2020-07-26 20:07:46,3501c3de-cf84-11ea-9fea-5b6a114a5fd4,DC:A6:32:55:FA:FD,1,1,-60,-46,1
2020-07-26 20:07:58,3501c3de-cf84-11ea-9fea-5b6a114a5fd4,DC:A6:32:55:FA:FD,1,1,-60,-46,1
2020-07-26 20:08:09,3501c3de-cf84-11ea-9fea-5b6a114a5fd4,DC:A6:32:55:FA:FD,1,1,-60,-39,1
2020-07-26 20:08:21,3501c3de-cf84-11ea-9fea-5b6a114a5fd4,DC:A6:32:55:FA:FD,1,1,-60,-43,1
2020-07-26 20:08:52,3501c3de-cf84-11ea-9fea-5b6a114a5fd4,DC:A6:32:55:FA:FD,1,1,-60,-46,1
2020-07-26 20:09:05,3501c3de-cf84-11ea-9fea-5b6a114a5fd4,DC:A6:32:55:FA:FD,1,1,-60,-47,1
2020-07-26 20:09:17,3501c3de-cf84-11ea-9fea-5b6a114a5fd4,DC:A6:32:55:FA:FD,1,1,-60,-46,1
2020-07-26 20:09:26,3501c3de-cf84-11ea-9fea-5b6a114a5fd4,DC:A6:32:55:FA:FD,1,1,-60,-46,1
2020-07-26 20:09:37,3501c3de-cf84-11ea-9fea-5b6a114a5fd4,DC:A6:32:55:FA:FD,1,1,-60,-40,1
2020-07-26 20:09:48,3501c3de-cf84-11ea-9fea-5b6a114a5fd4,DC:A6:32:55:FA:FD,1,1,-60,-46,1
2020-07-26 20:09:59,3501c3de-cf84-11ea-9fea-5b6a114a5fd4,DC:A6:32:55:FA:FD,1,1,-60,-42,1
2020-07-26 20:10:00,3501c3de-cf84-11ea-9fea-5b6a114a5fd4,DC:A6:32:55:FA:FD,1,1,-60,-43,1
2020-07-26 20:10:09,3501c3de-cf84-11ea-9fea-5b6a114a5fd4,DC:A6:32:55:FA:FD,1,1,-60,-40,1
2020-07-26 20:10:10,3501c3de-cf84-11ea-9fea-5b6a114a5fd4,DC:A6:32:55:FA:FD,1,1,-60,-43,1
2020-07-26 20:10:32,3501c3de-cf84-11ea-9fea-5b6a114a5fd4,DC:A6:32:55:FA:FD,1,1,-60,-40,1
2020-07-26 20:10:53,3501c3de-cf84-11ea-9fea-5b6a114a5fd4,DC:A6:32:55:FA:FD,1,1,-60,-46,1
2020-07-26 20:10:54,3501c3de-cf84-11ea-9fea-5b6a114a5fd4,DC:A6:32:55:FA:FD,1,1,-60,-46,1
2020-07-26 20:11:16,3501c3de-cf84-11ea-9fea-5b6a114a5fd4,DC:A6:32:55:FA:FD,1,1,-60,-42,1
2020-07-26 20:11:17,3501c3de-cf84-11ea-9fea-5b6a114a5fd4,DC:A6:32:55:FA:FD,1,1,-60,-46,1
2020-07-26 20:11:24,3501c3de-cf84-11ea-9fea-5b6a114a5fd4,DC:A6:32:55:FA:FD,1,1,-60,-42,1
2020-07-26 20:11:33,3501c3de-cf84-11ea-9fea-5b6a114a5fd4,DC:A6:32:55:FA:FD,1,1,-60,-41,1
2020-07-26 20:11:44,3501c3de-cf84-11ea-9fea-5b6a114a5fd4,DC:A6:32:55:FA:FD,1,1,-60,-43,1
2020-07-26 20:11:45,3501c3de-cf84-11ea-9fea-5b6a114a5fd4,DC:A6:32:55:FA:FD,1,1,-60,-42,1
2020-07-26 20:11:57,3501c3de-cf84-11ea-9fea-5b6a114a5fd4,DC:A6:32:55:FA:FD,1,1,-60,-43,1
2020-07-26 20:12:04,3501c3de-cf84-11ea-9fea-5b6a114a5fd4,DC:A6:32:55:FA:FD,1,1,-60,-40,1
2020-07-26 20:12:05,3501c3de-cf84-11ea-9fea-5b6a114a5fd4,DC:A6:32:55:FA:FD,1,1,-60,-47,1
2020-07-26 20:12:25,3501c3de-cf84-11ea-9fea-5b6a114a5fd4,DC:A6:32:55:FA:FD,1,1,-60,-42,1
2020-07-26 20:12:26,3501c3de-cf84-11ea-9fea-5b6a114a5fd4,DC:A6:32:55:FA:FD,1,1,-60,-47,1
2020-07-26 20:12:35,3501c3de-cf84-11ea-9fea-5b6a114a5fd4,DC:A6:32:55:FA:FD,1,1,-60,-46,1
2020-07-26 20:12:47,3501c3de-cf84-11ea-9fea-5b6a114a5fd4,DC:A6:32:55:FA:FD,1,1,-60,-42,1
2020-07-26 20:13:00,3501c3de-cf84-11ea-9fea-5b6a114a5fd4,DC:A6:32:55:FA:FD,1,1,-60,-46,1
2020-07-26 20:13:08,3501c3de-cf84-11ea-9fea-5b6a114a5fd4,DC:A6:32:55:FA:FD,1,1,-60,-39,1
2020-07-26 20:13:10,3501c3de-cf84-11ea-9fea-5b6a114a5fd4,DC:A6:32:55:FA:FD,1,1,-60,-46,1
2020-07-26 20:13:21,3501c3de-cf84-11ea-9fea-5b6a114a5fd4,DC:A6:32:55:FA:FD,1,1,-60,-46,1
2020-07-26 20:13:22,3501c3de-cf84-11ea-9fea-5b6a114a5fd4,DC:A6:32:55:FA:FD,1,1,-60,-46,1
2020-07-26 20:13:42,3501c3de-cf84-11ea-9fea-5b6a114a5fd4,DC:A6:32:55:FA:FD,1,1,-60,-46,1
2020-07-26 20:13:44,3501c3de-cf84-11ea-9fea-5b6a114a5fd4,DC:A6:32:55:FA:FD,1,1,-60,-47,1
2020-07-26 20:13:52,3501c3de-cf84-11ea-9fea-5b6a114a5fd4,DC:A6:32:55:FA:FD,1,1,-60,-46,1
2020-07-26 20:14:01,3501c3de-cf84-11ea-9fea-5b6a114a5fd4,DC:A6:32:55:FA:FD,1,1,-60,-40,1
2020-07-26 20:14:02,3501c3de-cf84-11ea-9fea-5b6a114a5fd4,DC:A6:32:55:FA:FD,1,1,-60,-46,1
2020-07-26 20:14:10,3501c3de-cf84-11ea-9fea-5b6a114a5fd4,DC:A6:32:55:FA:FD,1,1,-60,-42,1
2020-07-26 20:14:11,3501c3de-cf84-11ea-9fea-5b6a114a5fd4,DC:A6:32:55:FA:FD,1,1,-60,-46,1
2020-07-26 20:14:21,3501c3de-cf84-11ea-9fea-5b6a114a5fd4,DC:A6:32:55:FA:FD,1,1,-60,-42,1
2020-07-26 20:14:32,3501c3de-cf84-11ea-9fea-5b6a114a5fd4,DC:A6:32:55:FA:FD,1,1,-60,-39,1
2020-07-26 20:14:33,3501c3de-cf84-11ea-9fea-5b6a114a5fd4,DC:A6:32:55:FA:FD,1,1,-60,-46,1
2020-07-26 20:14:42,3501c3de-cf84-11ea-9fea-5b6a114a5fd4,DC:A6:32:55:FA:FD,1,1,-60,-42,1
2020-07-26 20:14:54,3501c3de-cf84-11ea-9fea-5b6a114a5fd4,DC:A6:32:55:FA:FD,1,1,-60,-42,1
2020-07-26 20:15:11,3501c3de-cf84-11ea-9fea-5b6a114a5fd4,DC:A6:32:55:FA:FD,1,1,-60,-42,1
2020-07-26 20:15:21,3501c3de-cf84-11ea-9fea-5b6a114a5fd4,DC:A6:32:55:FA:FD,1,1,-60,-46,1
2020-07-26 20:15:30,3501c3de-cf84-11ea-9fea-5b6a114a5fd4,DC:A6:32:55:FA:FD,1,1,-60,-42,1
2020-07-26 20:15:31,3501c3de-cf84-11ea-9fea-5b6a114a5fd4,DC:A6:32:55:FA:FD,1,1,-60,-46,1
2020-07-26 20:15:40,3501c3de-cf84-11ea-9fea-5b6a114a5fd4,DC:A6:32:55:FA:FD,1,1,-60,-42,1
2020-07-26 20:15:50,3501c3de-cf84-11ea-9fea-5b6a114a5fd4,DC:A6:32:55:FA:FD,1,1,-60,-42,1
2020-07-26 20:15:58,3501c3de-cf84-11ea-9fea-5b6a114a5fd4,DC:A6:32:55:FA:FD,1,1,-60,-46,1
2020-07-26 20:15:59,3501c3de-cf84-11ea-9fea-5b6a114a5fd4,DC:A6:32:55:FA:FD,1,1,-60,-46,1
2020-07-26 20:16:09,3501c3de-cf84-11ea-9fea-5b6a114a5fd4,DC:A6:32:55:FA:FD,1,1,-60,-40,1
2020-07-26 20:16:19,3501c3de-cf84-11ea-9fea-5b6a114a5fd4,DC:A6:32:55:FA:FD,1,1,-60,-46,1
2020-07-26 20:16:28,3501c3de-cf84-11ea-9fea-5b6a114a5fd4,DC:A6:32:55:FA:FD,1,1,-60,-46,1
2020-07-26 20:16:39,3501c3de-cf84-11ea-9fea-5b6a114a5fd4,DC:A6:32:55:FA:FD,1,1,-60,-43,1
2020-07-26 20:16:49,3501c3de-cf84-11ea-9fea-5b6a114a5fd4,DC:A6:32:55:FA:FD,1,1,-60,-46,1
2020-07-26 20:17:00,3501c3de-cf84-11ea-9fea-5b6a114a5fd4,DC:A6:32:55:FA:FD,1,1,-60,-46,1
2020-07-26 20:17:11,3501c3de-cf84-11ea-9fea-5b6a114a5fd4,DC:A6:32:55:FA:FD,1,1,-60,-46,1
2020-07-26 20:17:20,3501c3de-cf84-11ea-9fea-5b6a114a5fd4,DC:A6:32:55:FA:FD,1,1,-60,-46,1
2020-07-26 20:17:29,3501c3de-cf84-11ea-9fea-5b6a114a5fd4,DC:A6:32:55:FA:FD,1,1,-60,-46,1
